"州名","見出し","禹貢白文","禹貢日本語訳","比定地","音韻データ","アイヌ語解釈","出典"
"荊州","雲土夢","「荊及衡陽惟荊州。江、漢朝宗于海，九江孔殷，沱、潛既道，雲土夢作乂。厥土惟塗泥，厥田惟下中，厥賦上下。厥貢羽、毛、齒、革、惟金三品，杶、幹、栝、柏，礪砥、砮、丹、惟箘簬、楛。三邦厎貢。厥名包匭菁茅。厥篚玄纁璣組。九江納錫大龜。浮于江、沱、潛、漢，逾于洛，至于南河。」","「荊山から衡山の南までが、荊州の地域である。長江と漢水は、まるで諸侯が天子に拝謁するように東の海へと流れ込んでおり、九本の川もすっかり整備されて正しく流れるようになった。長江の支流である沱水や潜水もすでに本来の川筋を通り、雲夢沢の広大な湿地も、干上がって農業や居住ができる土地になった。この土地の土質は、泥混じりの湿った粘土である。田の等級は九等中の第8等（下中）であるが、収穫量に応じた賦税の等級は、それよりも高く九等中の第3等（上下）に設定されている。貢納物としては、鳥の羽、獣の毛、象牙、皮革、三種の金属（金・銀・銅）、杶、榦、栝、柏といった弓の材料になる木材、そして砥石、矢尻にするための鋭い石、青色の顔料、さらに箘、簵、楛といった矢の柄になる優れた竹や木が納められた。これらについては、江漢の地にある三つの国がその名産品を選び抜いて定命の貢物とした。また、神事に用いる菁茅を箱に詰めて縛り、黒色や赤黄色の細帯や、穴の開いた美しい真珠を編んだ組紐を丸籠に入れて納めた。さらに九江の地方からは、占いに使う特大の亀が特別に献上された。これらの貢納物は、長江、沱水、潜水、漢水へと船で浮かべ、陸路で洛水へと担ぎ越え、さらに南河に出て、帝都へと運ばれた。」","雲夢沢。かつて湖北省一帯に広がっていた巨大な沼沢地。","上古音：「雲」ɡ i̯wən／ɣ ǐwən／ɣ juə̆n／ɣ jwən／gw jən
上古音：「土」tʰ o／tʰ a／tʰ ɑɡ／tʰ aɣ／th agx
上古音：「土」dʰ o／- -／- -／d aɣ／- -
上古音：「夢」m i̯ŭŋ／m ǐwəŋ／m juə̆ŋ／m jwəŋ／m jəngh","アイヌ語：「雲土夢」
＝「キル・アゥ・ウン・タク・ムィ・アゥ・ウン(kir-aw-un-tak-muy-aw-un)」
＝「山脚の・角、枝分かれ・にある・石の・頂の・角・枝分かれ」","jomon2_bnum18.html"
"荊州","洛","「荊及衡陽惟荊州。江、漢朝宗于海，九江孔殷，沱、潛既道，雲土夢作乂。厥土惟塗泥，厥田惟下中，厥賦上下。厥貢羽、毛、齒、革、惟金三品，杶、幹、栝、柏，礪砥、砮、丹、惟箘簬、楛。三邦厎貢。厥名包匭菁茅。厥篚玄纁璣組。九江納錫大龜。浮于江、沱、潛、漢，逾于洛，至于南河。」","「荊山から衡山の南までが、荊州の地域である。長江と漢水は、まるで諸侯が天子に拝謁するように東の海へと流れ込んでおり、九本の川もすっかり整備されて正しく流れるようになった。長江の支流である沱水や潜水もすでに本来の川筋を通り、雲夢沢の広大な湿地も、干上がって農業や居住ができる土地になった。この土地の土質は、泥混じりの湿った粘土である。田の等級は九等中の第8等（下中）であるが、収穫量に応じた賦税の等級は、それよりも高く九等中の第3等（上下）に設定されている。貢納物としては、鳥の羽、獣の毛、象牙、皮革、三種の金属（金・銀・銅）、杶、榦、栝、柏といった弓の材料になる木材、そして砥石、矢尻にするための鋭い石、青色の顔料、さらに箘、簵、楛といった矢の柄になる優れた竹や木が納められた。これらについては、江漢の地にある三つの国がその名産品を選び抜いて定命の貢物とした。また、神事に用いる菁茅を箱に詰めて縛り、黒色や赤黄色の細帯や、穴の開いた美しい真珠を編んだ組紐を丸籠に入れて納めた。さらに九江の地方からは、占いに使う特大の亀が特別に献上された。これらの貢納物は、長江、沱水、潜水、漢水へと船で浮かべ、陸路で洛水へと担ぎ越え、さらに南河に出て、帝都へと運ばれた。」","洛河。陝西省・河南省を流れ、黄河に注ぐ川。","上古音：「洛」ɡl ɑk／l ak／l ɑk／l ak／gl ak","アイヌ語：「洛」
＝「ル・アク(ru-ak)」
＝「消えかかっている・弟（のように小さい峰）」","jomon2_bnum18.html"
"荊州","南河","「荊及衡陽惟荊州。江、漢朝宗于海，九江孔殷，沱、潛既道，雲土夢作乂。厥土惟塗泥，厥田惟下中，厥賦上下。厥貢羽、毛、齒、革、惟金三品，杶、幹、栝、柏，礪砥、砮、丹、惟箘簬、楛。三邦厎貢。厥名包匭菁茅。厥篚玄纁璣組。九江納錫大龜。浮于江、沱、潛、漢，逾于洛，至于南河。」","「荊山から衡山の南までが、荊州の地域である。長江と漢水は、まるで諸侯が天子に拝謁するように東の海へと流れ込んでおり、九本の川もすっかり整備されて正しく流れるようになった。長江の支流である沱水や潜水もすでに本来の川筋を通り、雲夢沢の広大な湿地も、干上がって農業や居住ができる土地になった。この土地の土質は、泥混じりの湿った粘土である。田の等級は九等中の第8等（下中）であるが、収穫量に応じた賦税の等級は、それよりも高く九等中の第3等（上下）に設定されている。貢納物としては、鳥の羽、獣の毛、象牙、皮革、三種の金属（金・銀・銅）、杶、榦、栝、柏といった弓の材料になる木材、そして砥石、矢尻にするための鋭い石、青色の顔料、さらに箘、簵、楛といった矢の柄になる優れた竹や木が納められた。これらについては、江漢の地にある三つの国がその名産品を選び抜いて定命の貢物とした。また、神事に用いる菁茅を箱に詰めて縛り、黒色や赤黄色の細帯や、穴の開いた美しい真珠を編んだ組紐を丸籠に入れて納めた。さらに九江の地方からは、占いに使う特大の亀が特別に献上された。これらの貢納物は、長江、沱水、潜水、漢水へと船で浮かべ、陸路で洛水へと担ぎ越え、さらに南河に出て、帝都へと運ばれた。」","南河。黄河の南部。洛河と合流した後の黄河の本流。","上古音：「南」n əm／n əm／n ə̂m／n əm／n əm
上古音：「河」ɡʰɑ／ɣai／ɣɑ／ɡa／gar","アイヌ語：「南河」
＝「ニ・アム・キル・アゥ(ni-am-kir-aw)」
＝「棒の（ように細長い）・爪の（ように平べったく鋭い）・山脚の・角、枝分かれ」","jomon2_bnum18.html"
"豫州","豫（州）","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","豫州は、中原とも呼ばれ、現在の河南省中心に安徽省・山東省・河北省の一部にまたがる広大な平原地帯。","上古音：「豫」d io／ʎ ǐa／d jaɡ／r iaɣ／r agh","アイヌ語：「豫（州）」
＝「テュ・アク(tu-ak)」
＝「峰の・弟（のように小さいもの）」","jomon2_bnum18.html"
"豫州","荊","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","荊山。湖北省襄陽市（南漳県）にある山。荊州の北の起点。","上古音：「荊」k i̯ĕŋ／k ǐeŋ／k jĕŋ／k ieŋ／k jing","アイヌ語：「荊」
＝「キル・エ・エン(kir-e-en)」
＝「山脚が・そこで・突き出ている（ところ）」","jomon2_bnum18.html"
"豫州","河","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","黄河。","上古音：「河」ɡʰ ɑ／ɣ ai／ɣ ɑ／ɡ a／g ar","アイヌ語：「河」
＝「キル・アゥ(kir-aw)」
＝「山脚の・角、枝分かれ」","jomon2_bnum18.html"
"豫州","伊洛","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","伊河。河南省を流れる川。洛陽の南を通って洛河に合流。洛河。陝西省から河南省へと流れ、黄河に注ぐ支流。","上古音：「伊」ʔ i̯ær／0 ǐei／ʔ jed／ʔ jier／· jid
上古音：「洛」ɡl ɑk／l ak／l ɑk／l ak／gl ak","アイヌ語：「伊洛」
＝「イ・アッ・ル・アク(i-at-ru-ak)」
＝「それが・たくさんある・消えかかった・弟（のように小さいもの）」","jomon2_bnum18.html"
"豫州","瀍澗","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","瀍河。河南省洛陽市付近を流れる、洛河の小さな支流。澗河。河南省洛陽市付近を流れる、洛河の小さな支流。","上古音：「瀍」dian ／dian／dian／dian／drian
上古音：「澗」k an／k ean／k æn／k ran／k ranh","アイヌ語：「瀍澗」
＝「テュ・アゥ・ウン・ク・アゥ・ウン(tu-aw-un-ku-aw-un)」
＝「峰の・角、枝分かれ・にある（ところ）／矢の（ように鋭い峰の）・角、枝分かれ・にある（ところ）」
※アイヌ語「ク＝弓」。朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum18.html"
"豫州","滎波","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","滎沢。河南省滎陽市（鄭州市の西）にかつて存在した、黄河と繋がる巨大な沼沢地（現在は消滅）。","上古音：「滎」- -／ɣ iweŋ／ɣ iueŋ／ɡ weŋ／g wing
上古音：「波」p wa／p uai／p uɑ／p wa／p ar","アイヌ語：「滎波」
＝「キル・エ・エン・プ・アゥ(kir-e-en-pu-aw)」
＝「山脚が・そこで・突き出ている・倉の（ような三角山の）・角、枝分かれ」","jomon2_bnum18.html"
"豫州","菏澤","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","","上古音：「菏」- -／ɣ ai／ɣ ɑ／ɡ a／g ar
上古音：「澤」dʰ ăk／d eak／dʰ ăk／d rak／d rak","アイヌ語：「菏澤」
＝「キル・アゥ・テュ・アク(kir-aw-tu-ak)」
＝「山脚の・角、枝分かれの・峰の・弟（のように小さいもの）」","jomon2_bnum18.html"
"豫州","洛","「荊、河惟豫州。伊洛瀍澗、既入于河、滎波既豬。導菏澤、被孟豬。厥土惟壤、下土墳壚。厥田惟中上、厥賦錯上中。厥貢漆、枲、絺、紵。厥篚纖纊、錫貢磬錯。浮于洛、達于河。」","「荊山から黄河にいたる地域が豫州である。伊水・洛水・瀍水・澗水は、すべて黄河へと流れ込むようになった。滎波の水も堰き止められ、貯水池となった。菏澤の水を導き、その水は孟豬の沼沢地へと流れ込ませた。この地域の土質は柔らかな肥土であり、低地は盛り上がった黒く硬い粘土である。田の等級は「中上」（4等）である。税金の等級は「上中」（2等）であり、時に3等が混じる。貢物は、漆、麻、葛の細布、からむし織りの布である。籠に入れて献上する上等な品は、細い絹織物と、引き綿である。また、必要に応じて磬を作るための砥石を貢いだ。水路による輸送は、洛水に舟を浮かべ、そこから黄河へと達する。」","洛河。陝西省・河南省を流れ、黄河に注ぐ川。","上古音：「洛」ɡl ɑk／l ak／l ɑk／l ak／gl ak","アイヌ語：「洛」
＝「ル・アク(ru-ak)」
＝「消えかかっている・弟（のように小さい峰）」","jomon2_bnum18.html"
"梁州","梁（州）","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","現在の四川省、重慶市を中心とし、陝西省南部（漢中地方）や甘粛省・湖北省の一部にまたがる広大な盆地・山岳地帯（巴蜀地方）。","上古音：「梁」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang","アイヌ語：「梁（州）」
＝「リ・アゥ・ウン(ri-aw-un)」
＝「高い・角、枝分かれ・にある（ところ）」","jomon2_bnum18.html"
"梁州","華陽","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","華山（陝西省）の南側。現在の陝西省商洛市一帯から秦嶺山脈の南側。","上古音：「華」ɡʰ wɔ／ɣ oa／ɣ uăɡ／ɡ rwaɣ／gw ragh
上古音：「華」- -／h oa／x uăɡ／x rwaɣ／hw rag
上古音：「陽」d i̯aŋ／ʎ ǐaŋ／d jaŋ／r iaŋ／r ang","アイヌ語：「華陽」
＝「キル・アク・テュ・アゥ・ウン(kir-ak-tu-aw-un)」
＝「山脚の・弟の（ように小さい）・角、枝分かれ・にある（ところ）」","jomon2_bnum18.html"
"梁州","黑水","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","諸説あり。梁州の西境・南境として一般に金沙江（長江の上流部）、または大渡河・瀘水など。","上古音：「黑」xm ək／h ək／m̥ uə̂k／xm ək／hm ək
上古音：「水」ɕ i̯wər／ɕ ǐwei／ç jued／stʰ jiwer／h rjidx","アイヌ語：「黑水」
＝「フム・アク・シル・アッ(hum-ak-sir-at)」
＝「断片の・弟の・山が・たくさんある（ところ）」","jomon2_bnum18.html"
"梁州","岷","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","四川省北部の岷山山脈（松潘県・九寨溝周辺）。長江（江水）の源流とみなされていた山。","上古音：「岷」- - ／m ǐen／m juən／m iwən／m jiən
上古音：「嶓」bwâ ,pwa／pua／pua／pwa／pân","アイヌ語：「岷」
＝「ムィ・エ・エン(muy-e-en)」
＝「頂が・そこで・突き出ている（ところ）」","jomon2_bnum18.html"
"梁州","嶓","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","甘粛省天水市秦州区、または陝西省漢中市寧強県。漢水（漾水）の源流とされる山。","上古音：「嶓」bwâ ,pwa／pua／pua／pwa／pân","アイヌ語：「嶓」
＝「プ・アゥ(pu-aw)」
＝「倉の（屋根のような三角山の）・角、枝分かれ」","jomon2_bnum18.html"
"梁州","沱","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","四川盆地を流れる沱江。長江の支流。","上古音：「沱」dʰ ɑ／d ai／dʰ ɑ／d a／d ar","アイヌ語：「沱」
＝「テュ・アゥ(tu-aw)」
＝「峰の・角、枝分かれ」","jomon2_bnum18.html"
"梁州","潛","「華陽、黑水惟梁州。岷、嶓既藝、沱、潛既道。蔡、蒙旅平、和夷厎績。厥土青黎。厥田惟下上、厥賦下中、三錯。厥貢璆、鐵、銀、鏤、砮、磬、熊、羆、狐、狸。織皮西傾、因桓是來、浮于潛、逾于沔、入于渭、亂于河。」","「華山（かざん）の南（華陽）から黒水（こくすい）にいたる地域が梁州である。岷山（みんざん）と嶓塚山（はちょうざん）はすでに耕作できるようになり、沱水（だすい）と潜水（せんすい）はすべて（治水され）本来の通路を流れるようになった。蔡山（さいざん）と蒙山（もうざん）の道は平らに整えられ、和夷（わい：現地の部族）の土地の開墾も成果を上げた。この地域の土質は青黒い肥土である。田の等級は「下上」（7等）である。税金の等級は「下中」（8等）であり、時に7等（下上）や9等（下下）が混じる。貢物は、美しい玉（璆）、鉄、銀、鏤（硬い鉄、または彫刻用の銅）、矢尻にする石（砮）、磬（けい：楽器）にする石、および熊・ヒグマ・狐・タヌキの毛皮、それらを織り込んだ皮製品である。西傾山（せいけいざん）からは桓水（かんすい）に拠ってこれ（貢物）が来る。水路による輸送は、潜水に舟を浮かべ、そこから陸路で沔水（べんすい）を越え、渭水（いすい）に入り、黄河へと合流する。」","漢水（沔水）の北側の分流、あるいは四川省を流れる嘉陵江の支流など諸説あり。","上古音：「潛」dzʰ i̯æm／dz ǐəm／dzʰ jəm／- -／dz jiəm","アイヌ語：「潛」＝「テュ・イ・アム(tu-i-am)」
＝「峰・その・爪（のように平べったく鋭いもの）」","jomon2_bnum18.html"
